Car Name,Price,Dealer Name,Transmission Type,Drivetrain,Fuel Type,Rating,Reviews,Location,Mileage
2018 Tesla Model X 75D,"$31,500",Sheehy INFINITI of Chantilly,Automatic,All-Wheel Drive,Electric,4.8,701 reviews,"Chantilly, VA (49 mi.)","62,293 mi."
2019 Tesla Model 3 Performance,"$23,163",CarGet Motors,Automatic,All-Wheel Drive,Electric,4.2,10 reviews,"Woodbridge, VA (53 mi.)","60,858 mi."
2024 Chevrolet Blazer EV RS,"$37,500",Koons Woodbridge Buick GMC,Automatic,All-Wheel Drive,Electric,4,100 reviews,"Woodbridge, VA (53 mi.)","3,902 mi."
2021 Tesla Model 3 Performance,"$32,997",Fred's Executive Auto,Automatic,All-Wheel Drive,Electric,4.3,471 reviews,"Woodbridge, VA (53 mi.)","19,037 mi."
2023 Audi e-tron GT Prestige,"$72,995",Sheehy Nissan of Manassas,Automatic,All-Wheel Drive,Electric,4.1,"1,073 reviews","Manassas, VA (54 mi.)","6,840 mi."
2017 Tesla Model X 90D,"$27,888",Perfect Auto,Automatic,All-Wheel Drive,Electric,0,227 reviews,"Manassas, VA (55 mi.)","91,175 mi."
2021 Tesla Model 3 Performance,"$28,995",Zoom Auto,Automatic,All-Wheel Drive,Electric,0,46 reviews,"Dumfries, VA (58 mi.)","32,828 mi."
2022 Tesla Model 3 Long Range,"$24,997",Premier Automotive,Automatic,All-Wheel Drive,Electric,3.2,235 reviews,"Dumfries, VA (58 mi.)","30,211 mi."
2015 Tesla Model S 70D,"$20,450",Lease Return Center,Automatic,All-Wheel Drive,Electric,2.3,339 reviews,"Triangle, VA (60 mi.)","51,572 mi."
2023 Subaru Solterra Limited,"$29,877",Winner Subaru,Automatic,All-Wheel Drive,Electric,4.6,645 reviews,"Dover, DE (61 mi.)","8,551 mi."
2023 Volkswagen ID.4 AWD Pro S,"$29,500",Heritage Volkswagen Catonsville,Automatic,All-Wheel Drive,Electric,4.6,785 reviews,"Catonsville, MD (6 mi.)","16,528 mi."
2016 Tesla Model X P90D,"$27,995",AMKO Auto of Laurel,Automatic,All-Wheel Drive,Electric,4.2,168 reviews,"Laurel, MD (13 mi.)","98,386 mi."
2019 Tesla Model 3 Long Range,"$24,995",AutoNation Chevrolet Timonium,Automatic,All-Wheel Drive,Electric,4.8,638 reviews,"Lutherville-Timonium, MD (16 mi.)","31,472 mi."
2022 Volvo XC40 Recharge Pure Electric P8 Twin Plus,"$30,000",Koons Volvo Cars White Marsh,Automatic,All-Wheel Drive,Electric,4.2,410 reviews,"White Marsh, MD (16 mi.)","18,328 mi."
2018 Tesla Model S 75D,"$22,981",MemberCar,Automatic,All-Wheel Drive,Electric,4.9,612 reviews,"Rockville, MD (27 mi.)","116,678 mi."
2024 BMW i5 M60,"$86,930",BMW of Rockville,Automatic,All-Wheel Drive,Electric,4.6,"2,722 reviews","Rockville, MD (27 mi.)","4,235 mi."
2024 BMW iX xDrive50,"$81,995",Porsche Arlington,Automatic,All-Wheel Drive,Electric,4.6,"1,090 reviews","Arlington, VA (35 mi.)","2,641 mi."
2021 Tesla Model 3 Performance,"$29,500",Alexandria VW,Automatic,All-Wheel Drive,Electric,4.6,"1,148 reviews","Alexandria, VA (35 mi.)","43,619 mi."
2024 Audi Q8 e-tron Premium Plus,"$53,647",Ourisman Volvo Audi of Frederick,Automatic,All-Wheel Drive,Electric,3.5,142 reviews,"Frederick, MD (41 mi.)","9,992 mi."
2021 Tesla Model 3 Long Range,"$29,997",Fred's Executive Auto,Automatic,All-Wheel Drive,Electric,4.3,471 reviews,"Woodbridge, VA (53 mi.)","25,504 mi."
2019 Tesla Model 3 Long Range,"$27,350",Sheehy Nissan of Manassas,Automatic,All-Wheel Drive,Electric,4.1,"1,073 reviews","Manassas, VA (54 mi.)","39,468 mi."
2021 Tesla Model 3 Performance,"$27,499",95 Motors,Automatic,All-Wheel Drive,Electric,1.2,18 reviews,"Dumfries, VA (58 mi.)","27,375 mi."
2021 Tesla Model Y Long Range Dual Motor All-Wheel Drive,"$24,999",Premier Automotive,Automatic,All-Wheel Drive,Electric,3.2,235 reviews,"Dumfries, VA (58 mi.)","48,060 mi."
2023 Tesla Model 3 Performance,"$33,997",Premier Automotive,Automatic,All-Wheel Drive,Electric,3.2,235 reviews,"Dumfries, VA (58 mi.)","16,470 mi."
2021 Tesla Model Y Long Range,"$31,995",Zoom Auto,Automatic,All-Wheel Drive,Electric,0,46 reviews,"Dumfries, VA (58 mi.)","25,110 mi."
2021 Tesla Model 3 Long Range,"$21,750",Premier Automotive,Automatic,All-Wheel Drive,Electric,3.2,235 reviews,"Dumfries, VA (58 mi.)","48,501 mi."
2023 Volkswagen ID.4 AWD Pro,"$27,499",Winner Subaru,Automatic,All-Wheel Drive,Electric,4.6,645 reviews,"Dover, DE (61 mi.)","4,964 mi."
2022 Tesla Model 3 Long Range,"$25,995","Pointe Buick GMC, LLC",Automatic,All-Wheel Drive,Electric,4.3,770 reviews,"Penns Grove, NJ (74 mi.)","39,625 mi."
2023 Subaru Solterra Premium,"$25,595","Pointe Buick GMC, LLC",Automatic,All-Wheel Drive,Electric,4.3,770 reviews,"Penns Grove, NJ (74 mi.)","18,482 mi."
2024 Tesla Cybertruck All-Wheel Drive,"$108,995",Car Stop Auto Inc.,Automatic,All-Wheel Drive,Electric,1.8,14 reviews,"Colonial Beach, VA (76 mi.)",117 mi.
